roi,story,delta_beta,beta_shift_unique,beta_drift_unique
15_Inferior_Temporal_Gyrus_posterior_division_right.nii,lebendig_begraben,0.01616009839435538,0.010254226581721627,-0.005905871812633738
15_Inferior_Temporal_Gyrus_posterior_division_right.nii,ligeia,-0.0005321584053966615,-2.8526138886921015e-05,0.0005036322665097403
15_Inferior_Temporal_Gyrus_posterior_division_right.nii,maupassant_hand,0.00401128906087748,0.0012846778877948293,-0.0027266111730826588
15_Inferior_Temporal_Gyrus_posterior_division_right.nii,mord_in_sunningdale,0.00869496927618535,0.005804832198065586,-0.002890137078119756
15_Right_Thalamus.nii,das_manuskript_in_der_flasche,0.025879169099314665,0.0030535120442750155,-0.02282565705503963
15_Right_Thalamus.nii,der_blaue_karfunkel,-0.005692274003787265,-0.00633858184579761,-0.000646307842010346
15_Right_Thalamus.nii,der_fall_stretelli,-0.0051947832586655964,-0.0038062287009477725,0.0013885545577178218
15_Right_Thalamus.nii,der_katechismus_der_familie_musgrave,-0.008661940289046719,-0.0057835813137944074,0.0028783589752523096
15_Right_Thalamus.nii,die_maske_des_roten_todes,0.005045605915076352,0.0038870736555029345,-0.0011585322595734173
15_Right_Thalamus.nii,die_pflanzen_des_dr,-0.024414353210123564,-0.019265007025646822,0.005149346184476739
15_Right_Thalamus.nii,die_schwarze_katze,-0.022991297895699515,-0.012207952269526739,0.01078334562617278
15_Right_Thalamus.nii,fuenf_apfelsinenkerne,-0.004462074319271262,-0.007465389033425927,-0.003003314714154671
15_Right_Thalamus.nii,koenig_pest,0.01702894192362437,0.012872584614916516,-0.004156357308707865
15_Right_Thalamus.nii,lebendig_begraben,0.015772442667689714,-0.0014212956049186967,-0.017193738272608408
15_Right_Thalamus.nii,ligeia,0.010947442214295899,-0.0008581911766348388,-0.011805633390930739
15_Right_Thalamus.nii,maupassant_hand,0.0190956193015309,0.012509154829034553,-0.0065864644724963435
15_Right_Thalamus.nii,mord_in_sunningdale,0.023267277017376613,0.0021789202942010025,-0.0210883567231756
16_Inferior_Temporal_Gyrus_temporooccipital_part_left.nii,das_manuskript_in_der_flasche,0.016741519827344356,0.006687102641379697,-0.010054417185964646
16_Inferior_Temporal_Gyrus_temporooccipital_part_left.nii,der_blaue_karfunkel,0.009987297640510153,0.00773257395641145,-0.002254723684098695
